Year;Month;Day;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
2021;01;01;0.04100984372526404;0.05536847796096522;0.07392475925548996;0.07714405861998778;0.0655411509148065;0.03754974455526155;0.043425395323065774;0.04542498586516497;0.04012516192866996;0.04848518126512426;0.07529264445801385;0.13310259232874233;0.15096299500192234;0.15696697650225025;0.13824767770314583;0.1172516968586742;0.09918844697740688;0.06400810016509485;0.027578881199538625;0.018802416039079978;0.016490136033652195;0.018800374855824677;0.023581888300879737;0.033066151140963874
2021;01;02;0.04089638442228101;0.04611340932220639;0.04916515446547707;0.04859644989483681;0.044597810683673675;0.03625631386118457;0.06758542506275866;0.09245455741004589;0.11089310875907454;0.1268330421557319;0.14147794230725735;0.1515644337019698;0.15913923264807647;0.17060083960920008;0.17988692324219194;0.18017969174751786;0.1664231086459959;0.14061222041296334;0.09532978662053053;0.0833379136983513;0.07178430173915004;0.06187028891602773;0.05963637808987492;0.06814627597982678
2021;01;03;0.07653281486758487;0.08222628660922267;0.08877366691543978;0.09214207940384919;0.09289693115769952;0.08256140477644347;0.11079190266187211;0.14025136881742314;0.14702153063301443;0.1590410797883167;0.17324781859918123;0.18420489427143405;0.19070056708958086;0.1982902095347943;0.21494947689802565;0.22884634258316933;0.21649105683334463;0.18473886955243463;0.1229509288282787;0.11266137277517692;0.11309284076260259;0.11789781079675236;0.12172160707420221;0.13178710710812583
2021;01;04;0.1485918292738087;0.17077440803310945;0.18115984372526403;0.1811215108442454;0.17486801320758985;0.14955421082389125;0.1757679856163919;0.2094593408643734;0.20854302078386144;0.21231288373250107;0.22458464267137068;0.2615811751136441;0.29964428771739376;0.30099125200714655;0.2904993614446932;0.278228188140308;0.2676282109822014;0.22672824705430034;0.12090972137413207;0.09581694970260304;0.09125877422710722;0.09754742757310533;0.1443154595517561;0.16187899676594972
2021;01;05;0.18407611529502227;0.19446227876156227;0.1978065883031413;0.19917703225003952;0.20014140149716173;0.1910842180609268;0.2202925071804962;0.2543750073501142;0.25071844697740686;0.24337591254494878;0.2422936894180971;0.25088858549879006;0.266637095008707;0.2830924642105977;0.2880133988058891;0.2849927160368183;0.2731564964832531;0.23638778049166603;0.1610161811068141;0.14200724121944047;0.13771136112807286;0.1364627683922473;0.1426047543931067;0.16721120745414658
2021;01;06;0.18199977757423613;0.1918196822489088;0.20829992107108125;0.2264498859036117;0.23462327328855417;0.21624076814347423;0.23200734694800634;0.2745876084989936;0.2891707580794717;0.3005088687608838;0.30729783861410764;0.3092060705158649;0.3108868201144356;0.31346156681819204;0.31607064545310626;0.3104927677137752;0.2949043608792998;0.27410406246466285;0.2142477652260443;0.18711929597213736;0.17821641122192816;0.17475139256394592;0.1680146915213606;0.16776689338942033
2021;01;07;0.175490562453355;0.183127782640161;0.19770014553226137;0.2151624620621028;0.2300943643847389;0.231720895130832;0.2842207645249564;0.3585285029513536;0.38016384965058686;0.3936394824388809;0.40299169425786463;0.41125686308433396;0.4218816235836894;0.43536823744261255;0.44701624793631406;0.4487768028133975;0.43047001209941876;0.3795571401271004;0.27079677838840255;0.2326593182486374;0.21689256326752154;0.21042206866137456;0.20643060395323065;0.21238054764004793
2021;01;08;0.22945319300269135;0.25571558800913674;0.266718714182328;0.2542293884704977;0.2411265166112581;0.21088777743854167;0.2033431988827826;0.28884198453083654;0.31694705068186435;0.3342067812153696;0.3528862696474207;0.36474547312119776;0.3737258619987787;0.38169787717393755;0.3822154926838094;0.3701201853359567;0.35048018160436023;0.3213962028179207;0.25493623244453484;0.21439429529366533;0.1994658714973879;0.20516724189791255;0.2154664619942556;0.22487335436596786
2021;01;09;0.2517900170748807;0.28551253070086163;0.2947016327430626;0.2868424571997195;0.2934199254811497;0.295476262071149;0.3288162693081846;0.373505853065563;0.38590902514869846;0.39492440203993934;0.39247634948096877;0.37007880521066566;0.3476990690232264;0.34093005292082235;0.3416979597213742;0.3386353525793247;0.3246483323156252;0.3021718478187122;0.2325832040844019;0.20768396917475176;0.18302184171246347;0.17264737736617142;0.1714300377682792;0.18572013693828163
2021;01;10;0.21926117500056538;0.2630199669810255;0.2699315729244408;0.25517711117895825;0.24326523429902527;0.24246526030712165;0.2735639975575005;0.31745165241875295;0.33231359205735345;0.35296981104552544;0.3871655505800936;0.39564564601849966;0.4041579277201076;0.41229095438406044;0.3926577339032498;0.32916255433430586;0.2574837972951579;0.1818155365583373;0.11782293099938937;0.1279068672682452;0.1488896921998326;0.161726420833616;0.170756361806545;0.1866216936924712
