Year;Month;Day;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
2021;01;01;0.1270429568944071;0.1290629871994934;0.1323075121559581;0.13238619603319987;0.12366292670239953;0.10855406495239388;0.09738682542913357;0.09919132890064905;0.09519217088450142;0.09209717699075017;0.08932742463305968;0.09800050037315959;0.1155729677499604;0.13248023373363182;0.1489370111043264;0.16115210903046334;0.16612637435827848;0.1642887709478255;0.15753319141958974;0.14499119230160346;0.12993033595675868;0.11947680258724018;0.11732887893796502;0.12839560123934232
2021;01;02;0.15233912612795977;0.17775865560757173;0.1930956667118981;0.1946919806861614;0.19000390471990408;0.19109222832847092;0.20065817366623695;0.21247462412646717;0.20382871067688893;0.20568215267883388;0.24234052705972808;0.3047219010787706;0.316580229775878;0.31541868003256657;0.3106442973290815;0.3066628185991812;0.27997458828052557;0.23671772508311278;0.18638793099938936;0.15479700793812332;0.139302872085397;0.1391295090123708;0.15896904912137863;0.21044983106045176
2021;01;03;0.22520597677363913;0.23418922936879483;0.23840105411945633;0.2414974841124454;0.23981604439468981;0.23133202331682381;0.21635781023135894;0.22026651355813373;0.2289545859058733;0.2458755837121469;0.26175663511771485;0.2524321602551055;0.25213022344347197;0.29899519935771307;0.3100577445326458;0.30547447101793423;0.2853441173078227;0.24424899947983797;0.20020700703349387;0.18691252052378043;0.18854274724653414;0.19658482959042903;0.20727672671144584;0.22319159610557024
2021;01;04;0.24125535506705562;0.2537026895764072;0.26117695795734674;0.25883261562295046;0.23406440871158143;0.2094667485356311;0.23279396442544717;0.26492279089490467;0.2740533960920008;0.2694260330868217;0.2575338390211909;0.25211815376438923;0.24726722923310032;0.24598233507474493;0.2461445457629418;0.2425878926657168;0.2207967722821539;0.18407873103105138;0.14885639177239524;0.12478333208946783;0.11400512947508874;0.11252785523667368;0.11276201393129334;0.12208771106135648
2021;01;05;0.1713347801750458;0.2311016226790601;0.2260193181355587;0.211503738946559;0.20521052819051494;0.19726742124069926;0.18367403295112733;0.18522692686070968;0.1861574112897754;0.19458384433588888;0.21127930015604854;0.22488645181717434;0.23035648958545357;0.23367228577244042;0.23886386638623155;0.24294604699549946;0.25041642739217945;0.2541244960083226;0.25424899710518567;0.2603686406811859;0.27930146640432413;0.3017791744125563;0.30838389488205886;0.3200487439220209
2021;01;06;0.3394625313793336;0.35443309586810506;0.3495628736684984;0.3305142303865029;0.3168037305787366;0.3051991243187009;0.2963750898975507;0.29536444659293937;0.28827183651084426;0.2910784856503154;0.31431901451930255;0.32572379039735844;0.34298210303729326;0.3515875269692651;0.3360922477780039;0.3192910927923649;0.2917635520275007;0.23297591865119743;0.16995487018567518;0.1460158650519031;0.1457475992265418;0.14942230669199627;0.1653063408869891;0.23995851154533324
2021;01;07;0.27277899212972384;0.2857838642377366;0.29534041771264435;0.2954441704548024;0.2877666089965397;0.25547445891851545;0.2254844886582083;0.21524822805708207;0.2091809347083701;0.21672677318678338;0.2326368603704457;0.25106892609177467;0.26519174197706763;0.26866258769251644;0.26578872899563516;0.25680702184680093;0.23803688309926044;0.20862272022072953;0.1844790077345817;0.1760481120383562;0.17363157993531894;0.17740221803831102;0.19150284946966095;0.21688924621751818
2021;01;08;0.2516151047108578;0.27644617149512624;0.28976034568152526;0.30340039317457085;0.3074009168419386;0.2855021715629736;0.2562213974263292;0.24846510957324108;0.2330858885722685;0.22495151570662858;0.2237015524571997;0.2336908423230884;0.24438727740461813;0.2490211478616821;0.24416184838410562;0.22778136983513128;0.20953959924915755;0.17882258588325756;0.15593849944591445;0.15032019539995928;0.15020689406789242;0.15261008073817758;0.15603131363502726;0.15611018341361912
2021;01;09;0.1539771761991994;0.1544428703892168;0.1550295543569215;0.15085642942759567;0.14106241253364088;0.13090829488658207;0.13056728769477802;0.14370321697537147;0.14503865832146007;0.14977665818576566;0.15669446298934792;0.16241795101431575;0.16655787152000362;0.18842740846280842;0.21234151604586474;0.20644748976637944;0.18984829262500846;0.16116907026709182;0.1310735442250718;0.11758201574055224;0.11700415745075424;0.11845328041251098;0.12325186082276043;0.1302012954293597
2021;01;10;0.13434027919126126;0.13982175486803716;0.14147411504624915;0.13687557036886266;0.13627557014270528;0.14473225885971452;0.16124461835945442;0.1830005028608906;0.18537739353642263;0.17689623617613132;0.16874320713752627;0.16662513818214708;0.171826428975281;0.1714831703869552;0.1554183264355338;0.13187434323902564;0.10241091865119749;0.07255228622475515;0.05430580636406812;0.054871432141484024;0.06378237103376527;0.06973759990501387;0.074552732093991;0.08261392620485332
